Samples	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	Group
RTW009.A	0.0104	-0.0020	0.0070	0.0152	-0.0005	-0.0057	-0.0031	0.0108	0.0021	-0.0033	RTW
RTW010.A	0.0107	-0.0024	0.0056	0.0147	-0.0063	-0.0081	-0.0018	0.0058	-0.0001	-0.0043	RTW
RTW011.A	-0.0124	0.0065	0.0008	0.0023	-0.0023	0.0018	0.0049	-0.0051	-0.0005	-0.0044	RTW
RTW012.A	-0.0104	0.0040	-0.0019	-0.0017	0.0009	0.0043	0.0014	0.0033	0.0015	0.0058	RTW
RTW013.A	-0.0047	0.0116	-0.0106	0.0136	0.0045	-0.0159	-0.0092	-0.0233	0.0242	0.0141	RTW
RTW014.A	0.0085	-0.0055	0.0049	0.0060	0.0001	-0.0021	0.0002	0.0074	0.0051	0.0006	RTW
RTW015.A	0.0078	-0.0070	0.0023	0.0123	-0.0038	0.0015	-0.0002	0.0011	-0.0015	0.0034	RTW
RTW016.A	0.0084	-0.0017	-0.0060	0.0018	-0.0010	-0.0034	-0.0009	-0.0054	-0.0092	-0.0045	RTW
RTW017.A	0.0078	-0.0063	0.0044	0.0120	-0.0026	-0.0051	-0.0023	-0.0049	0.0126	0.0061	RTW
SIA001.A	-0.0311	0.0086	0.0104	0.0009	-0.0148	-0.0095	0.0024	0.0038	0.0034	0.0016	SIA
SIA002.A	0.0062	-0.0028	-0.0006	0.0151	0.0061	0.0002	-0.0038	0.0124	-0.0061	0.0053	SIA
SIA003.A	-0.0041	0.0102	-0.0126	0.0031	0.0100	0.0052	0.0027	0.0040	0.0001	0.0016	SIA
SIA004.A	-0.0363	0.0167	0.0131	-0.0186	-0.0080	-0.0054	0.0064	-0.0104	-0.0012	0.0016	SIA
SIA005.A	-0.0376	0.0153	0.0252	-0.0116	-0.0362	0.0023	-0.0067	0.0072	0.0073	0.0028	SIA
SIA006.A	-0.0284	0.0091	0.0025	-0.0014	-0.0081	-0.0006	0.0030	0.0005	-0.0009	-0.0001	SIA
SIA007.A	-0.0323	0.0077	0.0118	-0.0022	-0.0195	-0.0091	-0.0031	0.0038	0.0022	-0.0034	SIA
SIA008.A	-0.0060	-0.0082	0.0043	-0.0174	0.0056	-0.0059	0.0097	-0.0166	-0.0110	0.0071	SIA
SIA009.A	-0.0238	0.0096	0.0120	-0.0151	-0.0024	0.0023	-0.0032	0.0088	-0.0180	0.0025	SIA
SIA010.A	-0.0347	0.0101	0.0133	0.0042	-0.0203	-0.0166	0.0020	0.0038	-0.0086	-0.0054	SIA
SIC001.A	-0.0125	0.0116	-0.0047	-0.0190	-0.0068	-0.0143	0.0013	-0.0057	0.0016	0.0033	SIC
SIC002.A	-0.0286	0.0064	0.0032	-0.0045	-0.0047	-0.0021	0.0030	-0.0033	-0.0011	-0.0031	SIC
SIC003.A	-0.0203	0.0068	0.0057	-0.0018	-0.0049	0.0066	-0.0055	-0.0088	-0.0030	-0.0080	SIC
SIC004.A	-0.0160	0.0060	0.0010	0.0008	0.0005	0.0063	0.0025	0.0001	0.0027	0.0062	SIC
SIE001.A	-0.0061	0.0045	0.0025	-0.0009	-0.0090	-0.0024	-0.0004	0.0031	-0.0066	-0.0010	SIE
SIE002.A	-0.0094	0.0044	0.0018	-0.0030	-0.0030	-0.0030	0.0005	0.0034	-0.0012	-0.0011	SIE
SIE003.A	0.0004	0.0121	0.0042	-0.0057	-0.0044	-0.0091	0.0061	-0.0057	0.0020	0.0047	SIE
SIE004.A	-0.0216	0.0072	0.0042	-0.0012	-0.0057	0.0010	-0.0041	-0.0085	0.0001	0.0047	SIE
SIE005.A	-0.0100	0.0106	-0.0035	0.0091	-0.0097	-0.0001	0.0038	-0.0017	-0.0098	0.0025	SIE
SIE006.A	-0.0045	0.0061	0.0021	-0.0006	-0.0044	-0.0027	0.0061	0.0054	0.0080	0.0018	SIE
SIE007.A	-0.0041	0.0065	0.0031	-0.0020	-0.0048	-0.0003	0.0082	0.0019	0.0074	-0.0003	SIE
SIE008.A	-0.0053	0.0045	0.0030	-0.0003	-0.0004	-0.0001	0.0035	0.0044	-0.0010	0.0020	SIE
SIE009.A	-0.0270	0.0052	0.0042	-0.0017	-0.0099	-0.0017	0.0028	-0.0024	0.0012	-0.0034	SIE
SIE010.A	-0.0068	0.0031	-0.0016	0.0088	-0.0057	-0.0053	-0.0014	-0.0057	-0.0083	0.0053	SIE
SIE011.A	-0.0132	0.0131	-0.0051	0.0026	0.0043	0.0007	0.0027	-0.0017	0.0016	0.0015	SIE
SIE012.A	-0.0167	0.0697	0.0268	0.0280	0.0411	0.0318	0.0726	-0.1106	0.0579	0.0379	SIE
SIE013.A	-0.0057	0.0144	-0.0114	0.0018	-0.0023	0.0066	0.0028	-0.0047	-0.0023	0.0052	SIE
THS001.A	0.0124	0.0076	0.0155	0.0032	0.0030	0.0035	-0.0036	-0.0032	-0.0112	-0.0031	THS
THS002.A	0.0024	0.0004	0.0089	0.0041	-0.0060	0.0008	-0.0046	0.0028	0.0018	-0.0005	THS
THS003.A	-0.0194	0.0098	0.0062	-0.0027	-0.0102	-0.0090	0.0066	0.0016	0.0029	0.0041	THS
THS004.A	0.0079	0.0169	-0.0232	0.0092	0.0044	0.0041	-0.0115	-0.0051	-0.0190	-0.0058	THS
CAB010.A43201.ssMod	0.0017	0.0390	0.0036	-0.0593	-0.0732	-0.0853	0.0025	-0.0456	0.0200	0.0235	CAB010.A43201.ssMod
CAB010.A43401.ssMod	0.0027	-0.0312	-0.0107	-0.0982	0.0305	0.0221	-0.0886	0.0279	-0.0576	-0.0253	CAB010.A43401.ssMod
CAB010.A43601.ssMod	-0.0261	-0.0094	-0.0194	-0.0586	0.0569	-0.0629	-0.0208	-0.0921	0.0395	-0.0626	CAB010.A43601.ssMod
CPK023.A	-0.0214	-0.0003	0.0053	0.0021	-0.0012	0.0004	-0.0064	-0.0000	0.0046	-0.0029	CPK
CPK024.A	-0.0065	-0.0073	0.0149	0.0043	0.0330	-0.0051	-0.0276	0.0088	0.0105	-0.0187	CPK
CPK025.A	-0.0291	0.0120	0.0052	0.0080	0.0143	-0.0178	-0.0034	0.0029	-0.0056	-0.0028	CPK
CPK026.A	-0.0188	0.0036	0.0031	0.0012	-0.0014	-0.0009	0.0054	-0.0000	0.0025	0.0078	CPK
CPK027.A	-0.0030	0.0086	0.0027	0.0071	-0.0001	0.0122	0.0045	0.0023	0.0015	-0.0124	CPK
CPK028.A	-0.0086	0.0057	-0.0089	0.0024	0.0003	0.0132	0.0090	0.0103	-0.0035	0.0001	CPK
CPK029.A	-0.0177	-0.0005	0.0018	-0.0120	-0.0011	0.0029	-0.0056	-0.0042	-0.0164	-0.0088	CPK
CPK030.A	-0.0262	0.0069	0.0034	-0.0104	0.0040	-0.0004	0.0053	0.0033	-0.0024	0.0066	CPK
CPK031.A	-0.0005	0.0009	0.0040	0.0120	-0.0021	-0.0011	0.0021	0.0043	0.0109	-0.0034	CPK
CPK032.A	-0.0001	0.0317	0.0065	0.0067	-0.0021	-0.0253	0.0384	-0.0463	0.0203	0.0503	CPK
CPK033.A	-0.0183	-0.0156	0.0103	0.0224	-0.0032	0.0321	0.0023	-0.0086	-0.0812	-0.0533	CPK
CPK034.A	-0.0162	-0.0118	-0.0019	-0.0137	0.0226	0.0080	0.0134	0.0012	-0.0247	0.0044	CPK
CPK035.A	-0.0025	-0.0026	-0.0211	-0.0116	-0.0353	-0.0144	0.0110	0.0173	0.0231	-0.0215	CPK
CPK036.A	-0.0256	0.0022	0.0025	-0.0081	0.0070	-0.0086	0.0090	-0.0008	-0.0085	-0.0019	CPK
CPK037.A	-0.0230	0.0021	0.0036	-0.0026	-0.0010	0.0037	0.0032	-0.0001	0.0001	-0.0031	CPK
CPK038.A	-0.0250	0.0098	-0.0063	-0.0111	-0.0304	-0.0143	0.0146	0.0003	-0.0000	0.0084	CPK
CPK039.A	-0.0079	-0.0062	-0.0072	-0.0153	-0.0014	-0.0020	-0.0098	-0.0022	0.0008	0.0062	CPK
LBV001.A	-0.0273	0.0090	0.0059	0.0075	-0.0012	-0.0006	0.0094	0.0051	0.0002	0.0030	LBV
LBV002.A	-0.0211	0.0092	0.0013	-0.0034	-0.0076	-0.0062	-0.0015	0.0027	0.0010	0.0027	LBV
LBV003.A	0.0099	0.0289	-0.0340	0.0100	-0.0001	0.0090	0.0044	0.0008	-0.0010	0.0058	LBV
LBV004.A	-0.0175	-0.0009	0.0013	-0.0035	-0.0001	0.0033	-0.0004	0.0033	0.0047	-0.0037	LBV
LBV005.A	0.0007	0.0586	-0.0036	-0.0719	-0.0209	-0.0477	0.0098	-0.0130	-0.0012	-0.0043	LBV
LNC001.A32501.ssMod	-0.0633	0.1120	0.0453	-0.0201	-0.1815	-0.0791	0.0180	0.1124	-0.0531	-0.0340	LNC
LNC001.A37401.ssMod	-0.0261	0.1256	-0.0698	-0.0791	0.0694	-0.0459	-0.0196	-0.0865	0.0010	0.0172	LNC
LNC001.A37501.ssMod	-0.0288	0.0702	0.1303	0.0576	-0.0016	-0.1987	-0.0369	0.1432	-0.3647	-0.1785	LNC
LNC001.A38001.ssMod	0.0523	0.0422	-0.0871	-0.0945	0.0879	-0.0945	-0.3732	0.0305	0.1395	-0.0772	LNC
LNC001.A45101.ssMod	-0.0196	0.1143	-0.0135	-0.0919	-0.0124	-0.0770	0.0168	0.0326	0.0850	-0.0010	LNC
NDW038.A	0.0081	0.0248	-0.0242	0.0047	0.0017	0.0122	-0.0039	-0.0031	-0.0023	0.0019	NDW
NDW039.A	0.0069	0.0199	-0.0201	0.0098	0.0137	0.0015	-0.0046	0.0007	-0.0001	0.0018	NDW
NDW040.A	0.0057	0.0256	-0.0223	0.0070	-0.0072	0.0088	0.0005	-0.0054	-0.0017	-0.0022	NDW
NDW041.A	0.0028	0.0153	-0.0227	0.0057	-0.0021	0.0058	0.0023	0.0017	-0.0048	-0.0030	NDW
NDW042.A	0.0054	0.0180	-0.0201	0.0100	0.0027	0.0088	0.0023	0.0009	-0.0069	-0.0066	NDW
NDW043.A	0.0035	0.0228	-0.0267	0.0126	-0.0023	0.0077	-0.0041	0.0012	0.0127	0.0022	NDW
NDW044.A	0.0056	0.0216	-0.0264	0.0071	0.0019	0.0037	-0.0013	0.0041	0.0048	-0.0035	NDW
NDW045.A	0.0070	0.0226	-0.0236	0.0049	-0.0000	0.0094	-0.0061	-0.0010	0.0036	0.0024	NDW
NDW046.A	0.0036	0.0227	-0.0119	0.0069	-0.0121	0.0043	-0.0050	0.0058	0.0009	0.0040	NDW
NDW047.A	0.0058	0.0248	-0.0242	0.0101	-0.0055	0.0071	-0.0050	0.0022	0.0035	0.0002	NDW
NDW048.A	0.0081	0.0294	-0.0222	0.0179	-0.0003	0.0052	0.0171	-0.0003	-0.0113	0.0251	NDW
NDW049.A	0.0167	0.0157	-0.0294	0.0009	-0.0210	0.0195	0.0045	0.0260	-0.0118	0.0005	NDW
NDW050.A	0.0068	0.0177	-0.0429	-0.0241	0.0043	-0.0160	0.0298	-0.0277	0.0062	0.0440	NDW
NDW051.A	0.0066	0.0223	-0.0229	0.0046	-0.0009	0.0116	0.0009	0.0106	0.0048	-0.0110	NDW
NDW053.A	0.0056	0.0250	-0.0234	0.0075	-0.0038	0.0084	-0.0062	0.0014	-0.0035	0.0038	NDW
NDW055.A	0.0038	0.0187	-0.0255	0.0069	-0.0007	0.0034	-0.0017	0.0003	-0.0007	0.0002	NDW
NDW056.A	0.0026	0.0205	-0.0183	0.0047	-0.0035	0.0049	0.0008	-0.0134	0.0011	-0.0009	NDW
NDW057.A	0.0071	0.0212	-0.0284	0.0076	-0.0020	0.0080	-0.0067	0.0018	-0.0051	-0.0092	NDW
NDW060.A	-0.0002	0.0295	-0.0018	-0.0456	-0.0182	-0.0356	0.0074	-0.0222	-0.0012	0.0036	NDW
NDW061.A	0.0068	0.0214	-0.0248	0.0043	0.0014	0.0067	0.0100	0.0070	-0.0065	0.0091	NDW
NDW062.A	0.0058	0.0241	-0.0297	0.0095	-0.0028	0.0123	-0.0011	-0.0009	-0.0023	0.0049	NDW
NDW081.A	0.0034	0.0204	-0.0229	0.0111	-0.0035	0.0021	-0.0051	0.0081	0.0030	-0.0166	NDW
NDW082.A	0.0073	0.0241	-0.0278	0.0086	0.0019	0.0088	0.0034	0.0003	-0.0028	0.0006	NDW
NDW083.A	0.0044	0.0206	-0.0237	0.0055	-0.0011	0.0041	0.0023	0.0010	-0.0080	0.0027	NDW
NDW084.A	0.0047	0.0197	-0.0242	0.0045	-0.0069	0.0086	-0.0047	-0.0019	0.0014	0.0022	NDW
NDW086.A	-0.0011	0.0072	-0.0199	0.0205	-0.0066	0.0096	-0.0116	0.0125	0.0101	-0.0002	NDW
NDW086.B	0.0017	0.0141	-0.0160	0.0101	-0.0030	0.0063	0.0010	0.0057	0.0067	0.0089	NDW
NDW089.A	0.0031	0.0279	-0.0255	0.0020	0.0047	-0.0038	0.0033	0.0097	-0.0012	-0.0126	NDW
NDW091.A	0.0037	0.0166	-0.0203	0.0047	-0.0035	0.0067	-0.0078	0.0027	0.0063	-0.0012	NDW
NDW092.A	0.0007	0.0287	-0.0330	-0.0018	-0.0031	-0.0234	0.0163	-0.0033	-0.0067	-0.0295	NDW
NDW093.A	0.0081	0.0261	-0.0276	-0.0010	-0.0021	0.0195	0.0006	-0.0057	-0.0028	0.0035	NDW
NDW094.A	0.0056	0.0194	-0.0165	0.0144	-0.0020	0.0087	0.0044	0.0022	0.0043	0.0018	NDW
NDW098.A	0.0046	0.0208	-0.0291	0.0056	-0.0048	0.0104	0.0016	-0.0050	-0.0009	-0.0010	NDW
NDW099.A	0.0011	0.0176	-0.0239	0.0027	-0.0045	0.0088	0.0081	0.0061	0.0058	-0.0035	NDW
NDW100.A	0.0062	0.0175	-0.0391	0.0016	-0.0111	0.0323	0.0071	0.0168	-0.0193	0.0306	NDW
NDW101.A	0.0056	0.0195	-0.0225	0.0092	0.0005	0.0083	-0.0036	-0.0031	-0.0086	-0.0042	NDW
NDW105.A	0.0071	0.0253	-0.0045	0.0014	0.0650	0.0489	-0.0007	-0.0639	0.0058	0.0020	NDW
NDW106.A	0.0072	0.0253	-0.0254	0.0061	-0.0001	0.0116	-0.0035	-0.0022	-0.0042	0.0021	NDW
NDW107.A	0.0052	0.0220	-0.0210	0.0018	-0.0019	0.0098	-0.0012	0.0059	0.0019	-0.0100	NDW
NDW109.A	0.0058	0.0221	-0.0180	0.0042	-0.0087	0.0082	0.0017	-0.0027	0.0065	-0.0119	NDW
NDW111.A	0.0055	0.0213	-0.0243	0.0059	0.0033	0.0117	0.0094	-0.0026	0.0049	0.0049	NDW
NDW113.A	0.0060	0.0284	-0.0332	0.0071	-0.0016	-0.0055	-0.0131	0.0248	-0.0060	-0.0181	NDW
NDW114.A	0.0060	0.0218	-0.0220	0.0045	-0.0030	0.0057	-0.0098	-0.0100	-0.0001	-0.0007	NDW
NDW119.A	0.0067	0.0202	-0.0250	0.0120	0.0007	-0.0016	0.0050	0.0054	-0.0061	-0.0062	NDW
NDW121.A	0.0017	0.0174	-0.0143	0.0139	-0.0078	-0.0020	-0.0146	0.0079	0.0006	0.0066	NDW
NDW122.A	0.0048	0.0183	-0.0197	0.0068	0.0048	0.0063	-0.0003	0.0050	0.0083	0.0019	NDW
NDW128.A	0.0048	0.0201	-0.0290	0.0128	0.0009	0.0114	-0.0031	0.0043	0.0004	0.0058	NDW
NDW130.A	0.0061	0.0255	-0.0208	0.0080	-0.0042	0.0037	0.0022	0.0031	0.0021	-0.0006	NDW
NDW131.A	0.0025	0.0180	-0.0247	0.0013	0.0060	0.0119	-0.0015	0.0141	0.0062	0.0022	NDW
NDW133.A	0.0044	0.0216	-0.0238	0.0075	-0.0020	0.0016	-0.0026	-0.0014	-0.0049	0.0021	NDW
NDW135.A	0.0034	0.0156	-0.0209	0.0082	-0.0091	-0.0029	-0.0005	-0.0103	0.0001	0.0099	NDW
NDW137.A	-0.0025	0.0198	-0.0239	0.0215	-0.0062	0.0131	-0.0140	-0.0005	0.0067	-0.0004	NDW
NDW139.A	0.0091	0.0210	-0.0361	-0.0392	0.0202	-0.0620	-0.0124	0.0371	0.0610	-0.0247	NDW
NDW142.A	0.0033	0.0261	-0.0218	0.0136	0.0012	0.0052	-0.0017	-0.0034	0.0061	-0.0007	NDW
NDW149.A	0.0020	0.0163	-0.0242	0.0078	-0.0012	0.0074	0.0055	0.0067	-0.0020	-0.0056	NDW
NDW191.A	0.0048	0.0187	-0.0191	0.0077	-0.0012	0.0043	0.0040	-0.0008	-0.0059	0.0025	NDW
NDW194.A	0.0019	0.0176	-0.0211	0.0067	-0.0066	0.0061	-0.0005	-0.0048	-0.0045	-0.0012	NDW
NDW196.A	0.0052	0.0256	-0.0250	0.0128	-0.0062	0.0084	-0.0006	-0.0047	0.0048	-0.0016	NDW
NDW198.A	0.0058	0.0228	-0.0274	0.0033	0.0026	0.0026	0.0012	0.0029	-0.0005	-0.0014	NDW
NDW199.A	0.0069	0.0232	-0.0275	0.0105	0.0031	0.0090	0.0009	-0.0004	-0.0021	-0.0014	NDW
P2C002.A	-0.0047	0.0158	-0.0124	0.0070	0.0006	0.0070	0.0021	0.0015	0.0013	-0.0028	P2C
P2C003.A	-0.0025	0.0185	-0.0178	0.0077	-0.0064	0.0127	0.0111	-0.0043	0.0041	0.0014	P2C
P2C004.A	0.0006	0.0209	-0.0201	0.0049	-0.0035	0.0092	0.0053	0.0091	0.0088	-0.0029	P2C
P2C012.A	-0.0082	-0.0039	-0.0050	-0.0035	0.0102	0.0029	-0.0041	0.0049	-0.0014	-0.0086	P2C
P2C013.A	-0.0034	0.0222	-0.0183	0.0049	-0.0003	0.0106	0.0003	0.0033	-0.0013	-0.0050	P2C
P2C014.A	0.0020	0.0190	-0.0204	0.0041	0.0005	0.0070	-0.0014	0.0077	0.0018	0.0026	P2C
P2C017.A	-0.0095	0.0180	-0.0084	0.0024	-0.0173	-0.0068	0.0012	-0.0001	-0.0053	-0.0114	P2C
P2C018.A	0.0049	0.0270	-0.0393	0.0131	-0.0092	0.0236	0.0015	0.0082	-0.0011	-0.0096	P2C
P2C019.A	-0.0117	-0.0052	-0.0382	0.0093	0.0453	0.0135	0.0050	-0.0103	-0.0133	0.0288	P2C
P2C020.A	0.0011	0.0239	-0.0101	0.0068	0.0045	0.0092	-0.0064	-0.0065	0.0097	-0.0044	P2C
P2C021.A	0.0057	0.0273	-0.0320	0.0076	-0.0051	0.0071	0.0006	-0.0092	0.0016	-0.0037	P2C
P2C023.A	0.0008	0.0200	-0.0190	0.0008	-0.0057	0.0023	-0.0144	0.0001	0.0016	-0.0040	P2C
P2C028.A	-0.0005	0.0415	-0.0259	-0.0159	-0.0090	-0.0268	-0.0265	-0.0061	-0.0110	0.0235	P2C
P2C029.A	-0.0082	0.0167	-0.0170	0.0034	-0.0030	0.0063	0.0005	-0.0026	-0.0081	-0.0059	P2C
P2C031.A	0.0023	0.0232	-0.0191	0.0095	-0.0073	0.0057	-0.0033	0.0102	-0.0041	0.0029	P2C
P2C032.A	0.0011	0.0176	-0.0192	0.0045	-0.0070	0.0027	-0.0025	-0.0050	0.0039	-0.0047	P2C
P2C033.A	0.0020	0.0206	-0.0210	0.0081	-0.0120	0.0056	-0.0047	0.0060	0.0076	-0.0022	P2C
P2C035.A	0.0016	0.0167	-0.0201	0.0084	-0.0011	0.0075	0.0050	0.0015	0.0010	0.0038	P2C
P2C036.A	0.0037	0.0189	-0.0197	0.0035	0.0019	0.0042	-0.0031	-0.0006	0.0000	0.0052	P2C
P2C042.A	0.0014	0.0194	-0.0197	0.0058	-0.0018	0.0068	0.0070	-0.0011	-0.0026	-0.0024	P2C
P2C044.A	-0.0030	0.0198	-0.0104	-0.0017	-0.0058	0.0052	0.0002	0.0057	0.0035	0.0038	P2C
P2C045.A	0.0028	0.0207	-0.0247	0.0045	-0.0022	0.0119	0.0025	-0.0039	-0.0092	0.0046	P2C
P2C046.A	-0.0068	0.0217	-0.0081	-0.0016	-0.0114	0.0014	0.0050	0.0012	-0.0013	-0.0057	P2C
P2C047.A	-0.0038	0.0246	-0.0167	0.0087	-0.0058	0.0105	-0.0022	-0.0003	0.0048	0.0055	P2C
P2C048.A	0.0046	0.0226	-0.0211	0.0050	-0.0045	0.0053	0.0047	-0.0024	0.0043	0.0006	P2C
P2C050.A	-0.0002	0.0163	-0.0184	0.0066	-0.0060	0.0027	0.0014	0.0018	0.0047	-0.0015	P2C
P2C056.A	0.0002	0.0220	-0.0164	0.0083	0.0004	0.0137	-0.0026	0.0046	0.0041	-0.0029	P2C
P2C060.A	-0.0016	0.0154	-0.0187	0.0053	0.0011	0.0138	-0.0067	0.0015	0.0093	0.0032	P2C
P2C071.A	-0.0044	0.0185	-0.0112	-0.0027	-0.0039	-0.0079	0.0154	0.0026	0.0148	-0.0075	P2C
P2C079.A	-0.0003	0.0194	-0.0191	0.0049	-0.0101	0.0044	-0.0042	0.0008	-0.0027	-0.0005	P2C
P2C086.A	0.0011	0.0242	-0.0181	0.0138	0.0029	0.0152	0.0074	0.0091	0.0031	-0.0100	P2C
P2C095.A	-0.0002	0.0194	-0.0233	0.0013	-0.0083	0.0029	0.0037	0.0033	0.0067	0.0050	P2C
P2C111.A	0.0068	0.0248	-0.0276	0.0042	-0.0078	0.0037	-0.0012	0.0077	-0.0001	-0.0075	P2C
P2C115.A	-0.0062	0.0191	-0.0208	0.0003	-0.0129	-0.0059	-0.0031	-0.0136	-0.0008	0.0066	P2C
P2C127.A	-0.0059	0.0186	-0.0124	0.0037	-0.0122	-0.0024	-0.0017	0.0038	0.0002	0.0002	P2C
P2C146.A	0.0026	0.0184	-0.0138	0.0065	-0.0075	0.0050	0.0040	0.0001	-0.0021	0.0044	P2C
PTT119.A	-0.0012	0.0131	-0.0094	0.0093	0.0009	0.0023	-0.0073	0.0072	0.0064	-0.0030	PTT
PTT120.A	-0.0144	0.0175	-0.0034	0.0032	-0.0080	-0.0034	0.0003	0.0042	0.0019	-0.0018	PTT
PTT121.A	-0.0159	0.0108	0.0010	-0.0026	-0.0054	0.0029	-0.0007	0.0005	0.0016	0.0012	PTT
PTT122.A	-0.0008	0.0126	-0.0133	0.0084	-0.0002	0.0075	-0.0043	0.0004	0.0000	0.0002	PTT
PTT123.A	0.0008	0.0185	-0.0192	0.0110	-0.0055	0.0042	-0.0006	-0.0071	-0.0019	0.0007	PTT
PTT124.A	-0.0008	0.0144	-0.0145	0.0079	0.0010	0.0087	0.0046	0.0008	-0.0076	0.0029	PTT
PTT125.A	-0.0121	0.0172	-0.0033	-0.0003	-0.0065	0.0018	-0.0070	-0.0001	0.0032	-0.0016	PTT
PTT126.A	0.0015	0.0242	-0.0198	0.0052	0.0025	0.0089	0.0055	0.0058	0.0021	0.0004	PTT
PTT127.A	-0.0031	0.0084	-0.0046	0.0099	0.0025	0.0020	0.0019	0.0008	0.0033	0.0002	PTT
PTT128.A	0.0030	0.0176	-0.0226	0.0102	-0.0006	0.0118	-0.0011	0.0072	-0.0025	0.0047	PTT
PTT129.A	-0.0128	0.0124	-0.0053	-0.0021	-0.0029	0.0034	-0.0042	0.0034	-0.0041	0.0007	PTT
BMK013.A	-0.0153	0.0048	-0.0011	0.0019	-0.0019	0.0091	0.0005	-0.0055	0.0077	0.0021	BMK
BRD017.A	0.0128	0.0134	-0.0138	0.0195	-0.0095	0.0043	-0.0255	-0.0002	-0.0076	0.0413	BRD
BRD018.A	0.0039	0.0238	-0.0246	0.0028	0.0011	0.0058	-0.0093	0.0010	0.0011	-0.0007	BRD
BRD019.A	0.0045	0.0261	-0.0253	0.0086	0.0024	0.0018	0.0030	-0.0036	0.0019	-0.0002	BRD
BRD020.A	0.0031	0.0194	-0.0203	0.0076	-0.0004	0.0072	0.0015	0.0004	0.0049	0.0075	BRD
BRD021.A	0.0012	0.0212	-0.0197	0.0038	0.0005	0.0055	-0.0024	0.0032	-0.0054	0.0098	BRD
BRD022.A	0.0055	0.0217	-0.0214	0.0077	-0.0028	0.0121	-0.0034	0.0026	0.0062	-0.0053	BRD
BRD023.A	0.0032	0.0164	-0.0294	0.0090	-0.0016	0.0195	-0.0174	-0.0098	0.0083	0.0248	BRD
BRD024.A	0.0070	0.0218	-0.0257	0.0105	0.0064	0.0106	-0.0009	0.0026	0.0021	0.0032	BRD
BRD025.A	0.0014	0.0218	-0.0236	0.0041	-0.0049	0.0035	0.0007	-0.0072	-0.0021	0.0001	BRD
BRD026.A	0.0049	0.0170	-0.0243	0.0023	-0.0037	0.0050	-0.0039	-0.0010	0.0063	-0.0063	BRD
BRD027.A	0.0067	0.0184	-0.0241	0.0057	-0.0035	0.0083	-0.0023	0.0008	-0.0041	-0.0159	BRD
BRD028.A	0.0034	0.0227	-0.0204	0.0072	-0.0047	0.0107	-0.0098	-0.0031	-0.0034	-0.0037	BRD
BRD029.A	0.0041	0.0213	-0.0244	0.0075	-0.0054	0.0112	-0.0025	0.0004	0.0000	-0.0001	BRD
BRD031.A	0.0017	0.0208	-0.0171	0.0065	-0.0023	0.0053	-0.0018	-0.0031	0.0033	-0.0040	BRD
BRD032.A	0.0008	0.0238	-0.0207	0.0090	-0.0037	0.0039	0.0111	0.0046	-0.0021	0.0042	BRD
BRD033.A	0.0027	0.0232	-0.0232	0.0046	-0.0033	0.0086	0.0053	0.0093	0.0127	0.0092	BRD
CAB010.A36301.ssMod	-0.0078	-0.0014	0.0081	-0.0263	0.0028	-0.0305	0.0117	-0.0257	0.0463	0.0062	CAB010.A36301.ssMod
CAB010.A36401.ssMod	-0.0019	0.0211	0.0149	-0.0105	0.0837	-0.0423	0.0108	-0.0302	-0.0176	-0.0374	CAB010.A36401.ssMod
CAB010.A42201.ssMod	0.0011	0.0336	-0.0050	-0.0459	0.0190	-0.0384	0.0145	-0.0276	-0.0096	-0.0064	CAB010.A42201.ssMod
INA001.A	0.0058	0.0237	-0.0234	0.0059	-0.0008	0.0077	-0.0000	0.0060	-0.0002	-0.0013	INA
INA003.A	-0.0039	0.0061	0.0134	-0.0285	0.0368	0.0288	0.0166	-0.0347	0.0374	-0.0270	INA
INA004.A	0.0087	0.0274	-0.0301	0.0116	0.0020	0.0108	0.0085	-0.0031	-0.0012	0.0014	INA
INA005.A	-0.0077	0.0511	-0.0387	-0.0331	0.0628	0.0234	-0.0010	0.0437	-0.0094	0.0582	INA
INA006.A	0.0033	0.0222	-0.0240	0.0102	-0.0008	0.0098	0.0022	-0.0078	-0.0090	0.0011	INA
INA007.A	0.0007	0.0201	-0.0218	0.0031	-0.0004	0.0064	0.0016	-0.0048	0.0160	0.0028	INA
INA008.A	0.0013	0.0183	-0.0263	0.0106	-0.0020	0.0132	0.0020	-0.0016	-0.0049	-0.0011	INA
INA009.A	0.0020	0.0186	-0.0173	0.0085	0.0007	0.0045	-0.0064	0.0057	0.0109	-0.0010	INA
INA010.A	-0.0034	0.0200	-0.0112	0.0103	-0.0137	-0.0087	0.0004	0.0059	0.0061	-0.0001	INA
INA012.A	0.0221	-0.0201	-0.0093	0.0587	0.0598	-0.0318	0.0090	-0.0315	-0.0020	-0.0097	INA
INA013.A	-0.0035	0.0153	-0.0397	0.0112	0.0421	-0.0471	0.0072	0.0135	0.0028	0.0187	INA
INA014.A	-0.0026	0.0226	-0.0112	-0.0011	0.0029	-0.0004	-0.0274	0.0133	0.0262	-0.0028	INA
INA016.A	0.0013	0.0255	-0.0266	0.0079	0.0025	0.0022	-0.0074	-0.0052	0.0004	-0.0013	INA
INA017.A	-0.0003	0.0030	0.0037	-0.0004	0.0106	-0.0079	-0.0059	0.0059	0.0113	-0.0019	INA
